 ID,Company,Product,Issue,State,Submitted via,Date received,Date resolved,Timely response?,Consumer disputed?,state name,Date received.1,Date resolved.1,Resolution time(in days),Year,QTR (US FLY),Consumer disputed
451768,TD Bank US Holding Company,Cartão de Crédito,Taxa de juros ou APR,CA,Email,8/7/2013,11/7/2013,Yes,No,California,7/8/2013,7/11/2013,3,2013,Q3,0
1734940,Discover,Cartão de Crédito,Publicidade e marketing,WI,Web,9/1/2016,9/1/2016,Yes,Yes,Wisconsin,1/9/2016,1/9/2016,0,2016,Q1,1
968979,"Carrington Mortgage Holdings, LLC.",Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",TX,Email,5/8/2014,7/8/2014,Yes,No,Texas,8/5/2014,8/7/2014,2,2014,Q3,0
1765248,Synchrony Financial,Cartão de Crédito,Emissão não solicitada de cartão de crédito,TX,Web,01/29/2016,01/29/2016,Yes,No,Texas,1/29/2016,1/29/2016,0,2016,Q1,0
1567525,Physicians & Dentists Credit Bureau,Cobrança de Dívidas,Táticas de comunicação,WA,Web,09/16/2015,09/16/2015,Yes,No,Washington,9/16/2015,9/16/2015,0,2015,Q3,0
1642997,"Empowerment Ventures, LLC",Cartão Pré-Pago,Transações não autorizadas / Problemas de transação,PA,Web,6/11/2015,9/11/2015,Yes,No,Pennsylvania,11/6/2015,11/9/2015,3,2015,Q4,0
1152398,"RFNA, LP",Empréstimo Pessoal,Problemas ao não conseguir pagar,MS,Web,11/12/2014,12/15/2014,Yes,No,Mississippi,12/11/2014,12/15/2014,4,2014,Q4,0
1559741,"HOVG, LLC",Cobrança de Dívidas,Táticas de comunicação,FL,Web,10/9/2015,10/9/2015,Yes,Yes,Florida,9/10/2015,9/10/2015,0,2015,Q3,1
1411457,U.S. Bancorp,Empréstimo Pessoal,Gerenciamento do empréstimo ou leasing,CA,Web,8/6/2015,8/6/2015,Yes,No,California,6/8/2015,6/8/2015,0,2015,Q2,0
1073565,People's United Bank,Conta Bancária ou Serviço Bancário,Depósitos e saques,CT,Email,10/16/2014,10/22/2014,Yes,No,Connecticut,10/16/2014,10/22/2014,6,2014,Q4,0
1377348,Fifth Third Financial Corporation,Conta Bancária ou Serviço Bancário,Depósitos e saques,IL,Email,05/15/2015,05/18/2015,Yes,No,Illinois,5/15/2015,5/18/2015,3,2015,Q2,0
1822512,Barclays PLC,Cartão de Crédito,Taxa de adiantamento em dinheiro,OH,Email,8/3/2016,10/3/2016,Yes,No,Ohio,3/8/2016,3/10/2016,2,2016,Q1,0
912110,ACS Education Services,Empréstimo Estudantil,Não consigo pagar meu empréstimo,CA,Web,06/26/2014,06/26/2014,Yes,No,California,6/26/2014,6/26/2014,0,2014,Q2,0
951846,ERC,Cobrança de Dívidas,Declarações ou representações falsas,NY,Web,07/24/2014,07/28/2014,Yes,No,New York,7/24/2014,7/28/2014,4,2014,Q3,0
890992,Dovenmuehle Mortgage Inc.,Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",CO,Web,11/6/2014,11/6/2014,Yes,No,Colorado,6/11/2014,6/11/2014,0,2014,Q2,0
1259993,HSBC North America Holdings Inc.,Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",PA,Web,02/27/2015,02/27/2015,Yes,Yes,Pennsylvania,2/27/2015,2/27/2015,0,2015,Q1,1
1857976,Equifax,Relatório de Crédito,Uso indevido do meu relatório de crédito,FL,Web,1/4/2016,1/4/2016,Yes,Yes,Florida,4/1/2016,4/1/2016,0,2016,Q2,1
1116490,Wells Fargo & Company,Cartão de Crédito,Disputas de cobrança,NJ,Web,11/14/2014,11/14/2014,Yes,No,New Jersey,11/14/2014,11/14/2014,0,2014,Q4,0
1255685,Synchrony Financial,Cobrança de Dívidas,Declarações ou representações falsas,NE,Web,02/25/2015,02/25/2015,Yes,No,Nebraska,2/25/2015,2/25/2015,0,2015,Q1,0
2034730,Citibank,Conta Bancária ou Serviço Bancário,"Abertura, fechamento ou gerenciamento de conta",OR,Web,07/28/2016,07/28/2016,Yes,No,Oregon,7/28/2016,7/28/2016,0,2016,Q3,0
221408,BB&T Financial,Conta Bancária ou Serviço Bancário,"Abertura, fechamento ou gerenciamento de conta",FL,Phone,3/1/2013,4/1/2013,Yes,No,Florida,1/3/2013,1/4/2013,1,2013,Q1,0
1258169,Quicken Loans,Empréstimo Imobiliário,Decisão de crédito / Subscrição,WA,Web,02/26/2015,02/26/2015,Yes,No,Washington,2/26/2015,2/26/2015,0,2015,Q1,0
1437493,Experian,Relatório de Crédito,Incapaz de obter relatório de crédito/score,CA,Web,06/25/2015,06/25/2015,Yes,No,California,6/25/2015,6/25/2015,0,2015,Q2,0
1544076,"TransUnion Intermediate Holdings, Inc.",Relatório de Crédito,Investigação da empresa de relatório de crédito,MI,Web,08/31/2015,08/31/2015,Yes,Yes,Michigan,8/31/2015,8/31/2015,0,2015,Q3,1
1810539,Ally Financial Inc.,Empréstimo Pessoal,Gerenciamento do empréstimo ou leasing,MN,Email,1/3/2016,2/3/2016,Yes,No,Minnesota,3/1/2016,3/2/2016,1,2016,Q1,0
1799320,JPMorgan Chase & Co.,Conta Bancária ou Serviço Bancário,"Abertura, fechamento ou gerenciamento de conta",NV,Email,02/23/2016,02/24/2016,Yes,Yes,Nevada,2/23/2016,2/24/2016,1,2016,Q1,1
1430918,Quicken Loans,Empréstimo Imobiliário,"Aplicação, originador, corretor hipotecário",VA,Web,06/21/2015,06/21/2015,Yes,No,Virginia,6/21/2015,6/21/2015,0,2015,Q2,0
1955454,Bank of America,Cartão de Crédito,Roubo de identidade / Fraude / Desfalque,ME,Web,6/6/2016,6/6/2016,Yes,No,Maine,6/6/2016,6/6/2016,0,2016,Q2,0
712335,JPMorgan Chase & Co.,Conta Bancária ou Serviço Bancário,Depósitos e saques,LA,Email,02/13/2014,02/18/2014,Yes,No,Louisiana,2/13/2014,2/18/2014,5,2014,Q1,0
2064032,"Brelvis Consulting, LLC",Outro Serviço Financeiro,Fraude ou golpe,NY,Web,08/15/2016,08/15/2016,Yes,Yes,New York,8/15/2016,8/15/2016,0,2016,Q3,1
679536,Ocwen,Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",CO,Web,01/22/2014,01/22/2014,Yes,No,Colorado,1/22/2014,1/22/2014,0,2014,Q1,0
1572152,State Employee's Credit Union,Conta Bancária ou Serviço Bancário,"Fazendo/recebendo pagamentos, enviando dinheiro",NC,Phone,09/21/2015,09/23/2015,Yes,No,North Carolina,9/21/2015,9/23/2015,2,2015,Q3,0
955952,"Fidelity National Information Services, Inc. (FNIS)",Conta Bancária ou Serviço Bancário,"Fazendo/recebendo pagamentos, enviando dinheiro",FL,Web,07/28/2014,07/31/2014,Yes,No,Florida,7/28/2014,7/31/2014,3,2014,Q3,0
1665912,"Navient Solutions, Inc.",Cobrança de Dívidas,Contato inadequado ou compartilhamento de informações,CA,Web,11/20/2015,11/20/2015,Yes,No,California,11/20/2015,11/20/2015,0,2015,Q4,0
1303677,CNG Financial Corporation,Cobrança de Dívidas,Táticas de comunicação,TX,Web,03/26/2015,03/26/2015,Yes,No,Texas,3/26/2015,3/26/2015,0,2015,Q1,0
1411160,Capital One,Cartão de Crédito,Roubo de identidade / Fraude / Desfalque,PA,Web,8/6/2015,10/6/2015,Yes,No,Pennsylvania,6/8/2015,6/10/2015,2,2015,Q2,0
1980864,Citibank,Cartão de Crédito,Proteção de cartão de crédito / Dívida,NY,Web,06/22/2016,06/23/2016,Yes,No,New York,6/22/2016,6/23/2016,1,2016,Q2,0
1229537,Synchrony Financial,Cartão de Crédito,Disputas de cobrança,CA,Web,6/2/2015,6/2/2015,Yes,No,California,2/6/2015,2/6/2015,0,2015,Q1,0
2012580,Synchrony Financial,Cartão de Crédito,Roubo de identidade / Fraude / Desfalque,IL,Web,07/14/2016,07/14/2016,Yes,Yes,Illinois,7/14/2016,7/14/2016,0,2016,Q3,1
1081453,"SunTrust Banks, Inc.",Conta Bancária ou Serviço Bancário,Depósitos e saques,GA,Web,10/22/2014,10/22/2014,Yes,Yes,Georgia,10/22/2014,10/22/2014,0,2014,Q4,1
1677954,JPMorgan Chase & Co.,Cartão de Crédito,Atendimento ao cliente / Relações com o cliente,IA,Web,1/12/2015,1/12/2015,Yes,No,Iowa,12/1/2015,12/1/2015,0,2015,Q4,0
1877024,Pentagon FCU,Empréstimo Pessoal,Contratação de empréstimo ou leasing,,Email,04/13/2016,04/15/2016,Yes,No,,4/13/2016,4/15/2016,2,2016,Q2,0
2168226,"Financial Asset Management, Inc.",Empréstimo Consignado,Cobranças ou juros inesperados,VA,Web,10/19/2016,10/19/2016,Yes,Yes,Virginia,10/19/2016,10/19/2016,0,2016,Q4,1
1238420,JPMorgan Chase & Co.,Empréstimo Pessoal,Problemas ao não conseguir pagar,MI,Web,12/2/2015,12/2/2015,Yes,No,Michigan,2/12/2015,2/12/2015,0,2015,Q1,0
765078,Bank of America,Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",MO,Email,03/19/2014,03/24/2014,Yes,No,Missouri,3/19/2014,3/24/2014,5,2014,Q1,0
353613,"Citizens Financial Group, Inc.",Conta Bancária ou Serviço Bancário,"Abertura, fechamento ou gerenciamento de conta",NH,Email,03/13/2013,03/14/2013,Yes,No,New Hampshire,3/13/2013,3/14/2013,1,2013,Q1,0
1806374,"Select Portfolio Servicing, Inc",Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",FL,Web,02/26/2016,02/29/2016,Yes,No,Florida,2/26/2016,2/29/2016,3,2016,Q1,0
1209679,"Niagara Capital Associates, Inc.",Cobrança de Dívidas,Contato inadequado ou compartilhamento de informações,NM,Web,01/26/2015,01/30/2015,Yes,No,New Mexico,1/26/2015,1/30/2015,4,2015,Q1,0
551631,The Huntington National Bank,Conta Bancária ou Serviço Bancário,Uso de cartão de débito ou caixa eletrônico,OH,Email,3/10/2013,3/10/2013,Yes,No,Ohio,10/3/2013,10/3/2013,0,2013,Q4,0
1471535,Wells Fargo & Company,Empréstimo Imobiliário,Processo de liquidação e custos,CA,Web,07/16/2015,07/22/2015,Yes,No,California,7/16/2015,7/22/2015,6,2015,Q3,0
1981705,Nationstar Mortgage,Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",NC,Web,06/24/2016,06/24/2016,Yes,No,North Carolina,6/24/2016,6/24/2016,0,2016,Q2,0
441478,HSBC North America Holdings Inc.,Empréstimo Imobiliário,"Aplicação, originador, corretor hipotecário",NY,Web,06/24/2013,06/26/2013,Yes,Yes,New York,6/24/2013,6/26/2013,2,2013,Q2,1
397952,"TransUnion Intermediate Holdings, Inc.",Relatório de Crédito,Investigação da empresa de relatório de crédito,NV,Web,3/5/2013,3/5/2013,Yes,No,Nevada,5/3/2013,5/3/2013,0,2013,Q2,0
1678311,Ditech Financial LLC,Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",VA,Web,1/12/2015,1/12/2015,Yes,Yes,Virginia,12/1/2015,12/1/2015,0,2015,Q4,1
948141,Nationstar Mortgage,Empréstimo Imobiliário,"Aplicação, originador, corretor hipotecário",VI,Phone,07/22/2014,07/25/2014,Yes,No,,7/22/2014,7/25/2014,3,2014,Q3,0
431108,"Select Portfolio Servicing, Inc",Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",VA,Postal mail,11/6/2013,12/6/2013,Yes,No,Virginia,6/11/2013,6/12/2013,1,2013,Q2,0
1980422,"ECMC Group, Inc.",Empréstimo Estudantil,Não consigo pagar meu empréstimo,CA,Web,06/22/2016,06/24/2016,Yes,Yes,California,6/22/2016,6/24/2016,2,2016,Q2,1
296265,Discover,Cartão de Crédito,Recompensas,IN,Web,4/2/2013,4/2/2013,Yes,No,Indiana,2/4/2013,2/4/2013,0,2013,Q1,0
1504600,United PanAm Financial Corp.,Empréstimo Pessoal,Problemas ao não conseguir pagar,TX,Web,5/8/2015,5/8/2015,Yes,No,Texas,8/5/2015,8/5/2015,0,2015,Q3,0
755661,Ocwen,Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",OR,Web,11/3/2014,12/3/2014,Yes,No,Oregon,3/11/2014,3/12/2014,1,2014,Q1,0
1664239,Wells Fargo & Company,Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",,Fax,11/19/2015,12/21/2015,Yes,No,,11/19/2015,12/21/2015,32,2015,Q4,0
730335,Discover,Cartão de Crédito,Roubo de identidade / Fraude / Desfalque,OH,Phone,02/25/2014,02/26/2014,Yes,No,Ohio,2/25/2014,2/26/2014,1,2014,Q1,0
432543,HSBC North America Holdings Inc.,Cartão de Crédito,Recompensas,NY,Web,06/14/2013,06/17/2013,Yes,No,New York,6/14/2013,6/17/2013,3,2013,Q2,0
362004,Ditech Financial LLC,Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",MD,Web,03/21/2013,03/22/2013,Yes,No,Maryland,3/21/2013,3/22/2013,1,2013,Q1,0
275788,Bank of America,Cartão de Crédito,Transferência de saldo,FL,Phone,01/30/2013,01/30/2013,Yes,No,Florida,1/30/2013,1/30/2013,0,2013,Q1,0
1861948,Kohn Law Firm S.C.,Cobrança de Dívidas,"Modificação de empréstimo, cobrança, execução hipotecária",AZ,Web,2/4/2016,2/4/2016,Yes,Yes,Arizona,4/2/2016,4/2/2016,0,2016,Q2,1
1352345,World Acceptance Corporation,Cobrança de Dívidas,Contato inadequado ou compartilhamento de informações,GA,Web,04/29/2015,04/29/2015,Yes,No,Georgia,4/29/2015,4/29/2015,0,2015,Q2,0
1065591,Encore Capital Group,Cobrança de Dívidas,Declarações ou representações falsas,MN,Web,9/10/2014,9/10/2014,Yes,No,Minnesota,10/9/2014,10/9/2014,0,2014,Q4,0
1508449,High Point Asset Inc,Cobrança de Dívidas,Contato inadequado ou compartilhamento de informações,AZ,Web,7/8/2015,09/21/2015,No,No,Arizona,8/7/2015,9/21/2015,45,2015,Q3,0
1870107,"TransUnion Intermediate Holdings, Inc.",Relatório de Crédito,Uso indevido do meu relatório de crédito,OH,Postal mail,7/4/2016,7/4/2016,Yes,No,Ohio,4/7/2016,4/7/2016,0,2016,Q2,0
1760828,"SunTrust Banks, Inc.",Conta Bancária ou Serviço Bancário,Problemas causados por fundos insuficientes,GA,Email,01/27/2016,01/28/2016,Yes,No,Georgia,1/27/2016,1/28/2016,1,2016,Q1,0
1761307,Bank of America,Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",FL,Web,01/27/2016,01/27/2016,Yes,Yes,Florida,1/27/2016,1/27/2016,0,2016,Q1,1
1754965,Capital One,Cartão de Crédito,Disputas de cobrança,GA,Web,01/23/2016,01/23/2016,Yes,No,Georgia,1/23/2016,1/23/2016,0,2016,Q1,0
442499,KeyCorp,Empréstimo Imobiliário,"Aplicação, originador, corretor hipotecário",SC,Email,06/26/2013,06/28/2013,Yes,Yes,South Carolina,6/26/2013,6/28/2013,2,2013,Q2,1
221493,Citibank,Cartão de Crédito,Transferência de saldo,FL,Web,3/1/2013,4/1/2013,Yes,Yes,Florida,1/3/2013,1/4/2013,1,2013,Q1,1
474155,Amex,Cartão de Crédito,Disputas de cobrança,AZ,Email,5/8/2013,7/8/2013,Yes,No,Arizona,8/5/2013,8/7/2013,2,2013,Q3,0
2032135,Citibank,Cartão de Crédito,Emissão não solicitada de cartão de crédito,CO,Email,07/27/2016,10/8/2016,Yes,No,Colorado,7/27/2016,8/10/2016,14,2016,Q3,0
620853,Experian,Relatório de Crédito,Investigação da empresa de relatório de crédito,FL,Web,4/12/2013,4/12/2013,Yes,Yes,Florida,12/4/2013,12/4/2013,0,2013,Q4,1
457376,Gryphon Corp,Cobrança de Dívidas,"Modificação de empréstimo, cobrança, execução hipotecária",TX,Postal mail,07/15/2013,07/29/2013,Yes,No,Texas,7/15/2013,7/29/2013,14,2013,Q3,0
331606,Bank of America,Empréstimo Imobiliário,"Aplicação, originador, corretor hipotecário",OH,Web,02/26/2013,02/26/2013,Yes,No,Ohio,2/26/2013,2/26/2013,0,2013,Q1,0
1326049,Bank of America,Cartão de Crédito,Privacidade,PA,Web,11/4/2015,11/4/2015,Yes,Yes,Pennsylvania,4/11/2015,4/11/2015,0,2015,Q2,1
1805909,Ditech Financial LLC,Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",KY,Web,02/26/2016,02/26/2016,Yes,No,Kentucky,2/26/2016,2/26/2016,0,2016,Q1,0
1075318,Bank of America,Cartão de Crédito,Atendimento ao cliente / Relações com o cliente,,Web,10/17/2014,10/24/2014,Yes,No,,10/17/2014,10/24/2014,7,2014,Q4,0
1339447,TD Bank US Holding Company,Cobrança de Dívidas,Contato inadequado ou compartilhamento de informações,NE,Web,04/21/2015,04/23/2015,Yes,Yes,Nebraska,4/21/2015,4/23/2015,2,2015,Q2,1
1362471,"PayPal Holdings, Inc.",Conta Bancária ou Serviço Bancário,"Abertura, fechamento ou gerenciamento de conta",OH,Email,6/5/2015,7/5/2015,Yes,No,Ohio,5/6/2015,5/7/2015,1,2015,Q2,0
742185,Ally Financial Inc.,Empréstimo Pessoal,Gerenciamento do empréstimo ou leasing,PA,Web,4/3/2014,4/3/2014,Yes,No,Pennsylvania,3/4/2014,3/4/2014,0,2014,Q1,0
939715,Wells Fargo & Company,Empréstimo Pessoal,Gerenciamento do empréstimo ou leasing,VA,Web,07/16/2014,07/16/2014,Yes,No,Virginia,7/16/2014,7/16/2014,0,2014,Q3,0
1234152,Discover,Cartão de Crédito,Fechamento/cancelamento de conta,IL,Web,10/2/2015,10/2/2015,Yes,No,Illinois,2/10/2015,2/10/2015,0,2015,Q1,0
426795,Wells Fargo & Company,Empréstimo Imobiliário,Processo de liquidação e custos,WI,Web,9/6/2013,10/6/2013,Yes,Yes,Wisconsin,6/9/2013,6/10/2013,1,2013,Q2,1
1913115,"Portfolio Recovery Associates, Inc.",Cobrança de Dívidas,Táticas de comunicação,FL,Web,6/5/2016,9/5/2016,Yes,No,Florida,5/6/2016,5/9/2016,3,2016,Q2,0
1630905,Citibank,Conta Bancária ou Serviço Bancário,"Abertura, fechamento ou gerenciamento de conta",IL,Email,10/29/2015,10/30/2015,Yes,No,Illinois,10/29/2015,10/30/2015,1,2015,Q4,0
577868,Nationstar Mortgage,Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",GA,Email,10/30/2013,10/30/2013,Yes,No,Georgia,10/30/2013,10/30/2013,0,2013,Q4,0
509912,"PayPal Holdings, Inc.",Cartão de Crédito,Disputas de cobrança,CO,Email,08/29/2013,10/9/2013,Yes,No,Colorado,8/29/2013,9/10/2013,12,2013,Q3,0
545738,Wells Fargo & Company,Empréstimo Pessoal,Gerenciamento do empréstimo ou leasing,IL,Web,09/27/2013,09/30/2013,Yes,Yes,Illinois,9/27/2013,9/30/2013,3,2013,Q3,1
1479491,JPMorgan Chase & Co.,Cartão de Crédito,Taxa de juros ou APR,OR,Web,07/21/2015,07/28/2015,Yes,No,Oregon,7/21/2015,7/28/2015,7,2015,Q3,0
1661902,Toyota Motor Credit Corporation,Empréstimo Pessoal,Problemas ao não conseguir pagar,PA,Web,11/18/2015,11/18/2015,Yes,No,Pennsylvania,11/18/2015,11/18/2015,0,2015,Q4,0
2016211,Equifax,Relatório de Crédito,Investigação da empresa de relatório de crédito,NY,Web,07/18/2016,07/18/2016,Yes,No,New York,7/18/2016,7/18/2016,0,2016,Q3,0
799472,Capital One,Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",OR,Web,8/4/2014,8/4/2014,Yes,No,Oregon,4/8/2014,4/8/2014,0,2014,Q2,0
1076937,Wells Fargo & Company,Empréstimo Imobiliário,"Aplicação, originador, corretor hipotecário",UT,Web,10/18/2014,10/22/2014,Yes,No,Utah,10/18/2014,10/22/2014,4,2014,Q4,0
1885580,JPMorgan Chase & Co.,Cartão de Crédito,Recompensas,MA,Email,04/18/2016,04/20/2016,Yes,Yes,Massachusetts,4/18/2016,4/20/2016,2,2016,Q2,1
2028531,"Debt Recovery Solutions, LLC",Cobrança de Dívidas,"Modificação de empréstimo, cobrança, execução hipotecária",KS,Web,07/25/2016,07/25/2016,Yes,No,Kansas,7/25/2016,7/25/2016,0,2016,Q3,0
1928095,Synchrony Financial,Cartão de Crédito,Roubo de identidade / Fraude / Desfalque,IN,Postal mail,05/17/2016,05/23/2016,Yes,No,Indiana,5/17/2016,5/23/2016,6,2016,Q2,0
1682932,HSBC North America Holdings Inc.,Cartão de Crédito,Recompensas,NY,Web,4/12/2015,4/12/2015,Yes,No,New York,12/4/2015,12/4/2015,0,2015,Q4,0
1491291,Citibank,Cartão de Crédito,Roubo de identidade / Fraude / Desfalque,CA,Web,07/28/2015,07/29/2015,Yes,No,California,7/28/2015,7/29/2015,1,2015,Q3,0
2014477,Barclays PLC,Cartão de Crédito,Roubo de identidade / Fraude / Desfalque,CA,Fax,07/15/2016,07/18/2016,Yes,No,California,7/15/2016,7/18/2016,3,2016,Q3,0
1284935,"Portfolio Recovery Associates, Inc.",Cobrança de Dívidas,Táticas de comunicação,,Phone,03/16/2015,03/17/2015,Yes,No,,3/16/2015,3/17/2015,1,2015,Q1,0
631571,New York Community Bank,Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",CO,Web,12/12/2013,12/18/2013,Yes,No,Colorado,12/12/2013,12/18/2013,6,2013,Q4,0
1148809,Experian,Relatório de Crédito,Investigação da empresa de relatório de crédito,AL,Web,9/12/2014,9/12/2014,Yes,No,Alabama,12/9/2014,12/9/2014,0,2014,Q4,0
2062856,MOHELA,Empréstimo Estudantil,Lidando com meu credor ou agente,TX,Web,08/14/2016,08/14/2016,Yes,No,Texas,8/14/2016,8/14/2016,0,2016,Q3,0
1867394,Amex,Cartão de Crédito,Roubo de identidade / Fraude / Desfalque,FL,Phone,6/4/2016,6/4/2016,Yes,No,Florida,4/6/2016,4/6/2016,0,2016,Q2,0
660680,"Consolidated Management Group, LLC",Cobrança de Dívidas,Contato inadequado ou compartilhamento de informações,TX,Web,9/1/2014,10/1/2014,Yes,No,Texas,1/9/2014,1/10/2014,1,2014,Q1,0
589443,HSBC North America Holdings Inc.,Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",IA,Email,7/11/2013,8/11/2013,Yes,No,Iowa,11/7/2013,11/8/2013,1,2013,Q4,0
986090,Experian,Relatório de Crédito,Uso indevido do meu relatório de crédito,NY,Web,08/15/2014,08/19/2014,Yes,No,New York,8/15/2014,8/19/2014,4,2014,Q3,0
1958255,FirstMerit Bank,Conta Bancária ou Serviço Bancário,"Fazendo/recebendo pagamentos, enviando dinheiro",OH,Phone,7/6/2016,7/6/2016,Yes,No,Ohio,6/7/2016,6/7/2016,0,2016,Q2,0
1913879,Citibank,Conta Bancária ou Serviço Bancário,"Abertura, fechamento ou gerenciamento de conta",IL,Web,6/5/2016,6/5/2016,Yes,No,Illinois,5/6/2016,5/6/2016,0,2016,Q2,0
1283302,Bank of America,Cartão de Crédito,Fatura,TX,Web,03/14/2015,03/14/2015,Yes,No,Texas,3/14/2015,3/14/2015,0,2015,Q1,0
1948750,Wells Fargo & Company,Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",CA,Web,1/6/2016,3/6/2016,Yes,No,California,6/1/2016,6/3/2016,2,2016,Q2,0
1054674,Bank of America,Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",WA,Web,2/10/2014,2/10/2014,Yes,Yes,Washington,10/2/2014,10/2/2014,0,2014,Q4,1
851946,Bank of America,Cobrança de Dívidas,"Modificação de empréstimo, cobrança, execução hipotecária",MI,Email,05/14/2014,05/16/2014,Yes,No,Michigan,5/14/2014,5/16/2014,2,2014,Q2,0
1043441,"Harris & Harris, Ltd.",Cobrança de Dívidas,"Modificação de empréstimo, cobrança, execução hipotecária",TN,Email,09/24/2014,10/23/2014,Yes,No,Tennessee,9/24/2014,10/23/2014,29,2014,Q3,0
663400,Wells Fargo & Company,Cobrança de Dívidas,Declarações ou representações falsas,TX,Postal mail,10/1/2014,10/1/2014,Yes,No,Texas,1/10/2014,1/10/2014,0,2014,Q1,0
2066592,BB&T Financial,Conta Bancária ou Serviço Bancário,Problemas causados por fundos insuficientes,GA,Web,08/16/2016,08/16/2016,Yes,No,Georgia,8/16/2016,8/16/2016,0,2016,Q3,0
1976610,"Harvard Collections, LLC",Cobrança de Dívidas,"Modificação de empréstimo, cobrança, execução hipotecária",TN,Web,06/20/2016,06/20/2016,Yes,Yes,Tennessee,6/20/2016,6/20/2016,0,2016,Q2,1
535607,JPMorgan Chase & Co.,Conta Bancária ou Serviço Bancário,"Abertura, fechamento ou gerenciamento de conta",NC,Web,09/22/2013,10/17/2013,Yes,No,North Carolina,9/22/2013,10/17/2013,25,2013,Q3,0
466871,PNC Bank N.A.,Conta Bancária ou Serviço Bancário,"Abertura, fechamento ou gerenciamento de conta",IL,Email,07/25/2013,07/26/2013,Yes,No,Illinois,7/25/2013,7/26/2013,1,2013,Q3,0
259847,Capital One,Conta Bancária ou Serviço Bancário,"Abertura, fechamento ou gerenciamento de conta",TX,Web,01/24/2013,01/25/2013,Yes,Yes,Texas,1/24/2013,1/25/2013,1,2013,Q1,1
1507814,Regions Financial Corporation,Cartão de Crédito,Disputas de cobrança,FL,Web,7/8/2015,7/8/2015,Yes,No,Florida,8/7/2015,8/7/2015,0,2015,Q3,0
1679613,Capital One,Cartão de Crédito,Roubo de identidade / Fraude / Desfalque,MI,Web,2/12/2015,2/12/2015,Yes,No,Michigan,12/2/2015,12/2/2015,0,2015,Q4,0
1240239,"CashCall, Inc.",Cobrança de Dívidas,Táticas de comunicação,IN,Web,02/13/2015,02/13/2015,Yes,No,Indiana,2/13/2015,2/13/2015,0,2015,Q1,0
1279274,SquareTwo Financial Corporation,Cobrança de Dívidas,Tomada ou ameaça de ação ilegal,NJ,Web,11/3/2015,11/3/2015,Yes,No,New Jersey,3/11/2015,3/11/2015,0,2015,Q1,0
1836819,"Navient Solutions, Inc.",Empréstimo Estudantil,Lidando com meu credor ou agente,FL,Web,03/17/2016,03/25/2016,Yes,Yes,Florida,3/17/2016,3/25/2016,8,2016,Q1,1
1973537,"TransUnion Intermediate Holdings, Inc.",Relatório de Crédito,Incapaz de obter relatório de crédito/score,VA,Web,06/17/2016,06/17/2016,Yes,No,Virginia,6/17/2016,6/17/2016,0,2016,Q2,0
1546473,Wells Fargo & Company,Empréstimo Pessoal,Contratação de empréstimo ou leasing,CA,Postal mail,1/9/2015,1/9/2015,Yes,No,California,9/1/2015,9/1/2015,0,2015,Q3,0
1953319,"FAIR COLLECTIONS & OUTSOURCING, INC.",Cobrança de Dívidas,Declarações ou representações falsas,NJ,Web,3/6/2016,3/6/2016,Yes,Yes,New Jersey,6/3/2016,6/3/2016,0,2016,Q2,1
1159296,Citibank,Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",AL,Email,12/16/2014,12/17/2014,Yes,No,Alabama,12/16/2014,12/17/2014,1,2014,Q4,0
429863,JPMorgan Chase & Co.,Cartão de Crédito,Roubo de identidade / Fraude / Desfalque,TX,Web,12/6/2013,12/6/2013,Yes,No,Texas,6/12/2013,6/12/2013,0,2013,Q2,0
760560,Ocwen,Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",WA,Web,03/16/2014,03/16/2014,Yes,Yes,Washington,3/16/2014,3/16/2014,0,2014,Q1,1
